"spkid","name","pha","epoch","a","e","i","w","om","ma","H","G","GM"
3797704,,N,2458144.5,2.068,0.4439,0.28,343.60,126.23,5.51,24.50,,
3797707,,N,2458136.5,1.277,0.1927,12.50,182.88,300.27,357.18,25.90,,
3797714,,N,2460600.5,1.414,0.2407,7.62,12.24,138.70,348.85,23.68,,
3797713,,N,2460600.5,1.35,0.2886,8.00,333.32,115.31,124.98,28.10,,
3797715,,N,2460600.5,0.8226,0.2219,6.46,338.93,298.49,219.73,29.10,,
3797744,,N,2460600.5,1.906,0.4730,7.10,345.18,127.67,204.33,25.50,,
3797754,,N,2458136.5,2.209,0.6192,0.27,7.19,38.05,17.04,25.05,,
3797741,,N,2458136.5,1.9,0.6493,1.71,103.04,284.44,22.16,25.20,,
3797742,,N,2460600.5,1.242,0.3650,23.01,351.59,296.41,166.68,20.19,,
3797743,,N,2460600.5,2.244,0.7001,6.19,93.34,125.11,339.35,23.30,,
3797740,,N,2458135.5,2.51,0.6122,5.81,307.19,118.08,12.16,24.50,,
3797747,,N,2460600.5,1.406,0.4167,5.48,52.37,342.24,57.26,23.86,,
3797749,,Y,2460600.5,1.678,0.4447,11.27,23.13,350.61,102.23,20.66,,
3797750,,N,2460600.5,0.7376,0.4015,6.40,180.38,126.30,38.03,24.60,,
3797758,,N,2460600.5,1.646,0.4432,7.07,304.92,122.92,86.76,22.60,,
3797755,,N,2460600.5,1.579,0.4106,6.97,324.48,115.82,158.16,29.50,,
3797748,,N,2460600.5,2.542,0.5822,3.37,56.46,76.35,234.54,23.40,,
3797751,,N,2460600.5,0.8652,0.3096,29.91,140.69,121.01,21.97,23.06,,
3797752,,N,2460600.5,1.594,0.4622,6.37,238.17,302.84,103.55,24.60,,
3797753,,N,2460600.5,1.1,0.0915,21.38,244.60,298.74,249.52,24.30,,
3797757,,N,2460600.5,1.402,0.2892,8.99,162.61,299.12,28.58,27.10,,
3797756,,N,2458137.5,1.32,0.3795,33.20,103.36,300.42,37.65,23.73,,
3797847,,N,2460600.5,1.521,0.2866,16.43,344.42,134.17,209.53,23.30,,
3797849,,Y,2460600.5,1.641,0.3814,9.00,330.25,202.42,47.10,20.47,,
3797851,,Y,2460600.5,2.172,0.5990,11.82,150.64,244.11,55.83,20.39,,
3797848,,N,2460600.5,2.05,0.5199,6.07,11.04,126.05,93.75,26.40,,
3797852,,N,2458137.5,1.863,0.6088,27.49,286.81,117.85,18.15,25.70,,
3797850,,N,2460600.5,2.401,0.5731,1.81,27.86,92.13,291.15,25.48,,
3797854,,N,2458140.5,1.728,0.5641,18.16,101.72,298.88,22.03,22.46,,
3797853,,N,2460600.5,1.976,0.4482,1.38,62.97,64.11,151.11,24.90,,
3797857,,N,2460600.5,1.551,0.4759,11.70,117.35,298.90,198.21,26.00,,
3797856,,N,2458141.5,1.259,0.3904,15.68,265.88,309.83,312.19,23.90,,
3797858,,N,2460600.5,0.8666,0.3384,1.99,50.30,298.86,225.43,25.40,,
3797855,,N,2460600.5,1.144,0.3265,4.80,232.47,351.75,119.41,23.09,,
3797864,,N,2460600.5,2.421,0.4872,24.27,166.21,313.58,289.93,20.50,,
3797860,,N,2460600.5,1.947,0.4592,13.30,49.47,145.59,154.26,20.20,,
3797861,,Y,2460600.5,1.117,0.5106,19.62,250.80,105.45,334.01,21.92,,
3797862,,N,2460600.5,2.632,0.5341,13.40,155.93,349.69,203.07,21.20,,
3797865,,N,2460600.5,1.15,0.2581,1.42,103.32,306.80,211.13,28.79,,
3797894,,N,2458133.5,1.371,0.5125,21.91,38.98,291.07,93.28,21.00,,
3797897,,N,2460600.5,1.427,0.2188,15.69,107.50,117.89,259.60,21.70,,
3797895,,N,2460600.5,1.367,0.4310,4.54,42.69,338.41,126.97,24.20,,
3797899,,N,2460600.5,0.9563,0.5931,7.96,136.22,128.85,352.45,24.40,,
3797898,,N,2460600.5,2.269,0.5390,4.80,41.42,120.17,341.77,23.80,,
3797903,,N,2460600.5,1.644,0.4387,1.77,120.71,319.32,85.20,26.00,,
3797910,,N,2458142.5,1.347,0.4596,6.12,276.12,114.93,38.73,24.50,,
3797902,,N,2460600.5,0.975,0.0849,18.94,243.35,119.89,106.81,24.20,,
3797901,,N,2460600.5,1.114,0.2829,1.91,35.83,356.45,318.92,24.08,,
3797912,,N,2460600.5,1.04,0.3315,4.09,118.52,114.81,50.97,25.20,,
3797900,,N,2460600.5,1.097,0.0236,22.51,99.85,122.21,208.70,21.65,,
3797908,,N,2460600.5,1.178,0.0958,30.25,214.94,309.63,64.52,23.10,,
3797906,,N,2460600.5,1.758,0.3825,3.94,7.07,119.51,316.75,24.10,,
3797905,,N,2460600.5,0.765,0.3923,3.15,333.96,304.07,254.54,27.42,,
3797907,,N,2458143.5,2.002,0.5116,8.14,38.11,123.39,349.11,25.91,,
3797909,,N,2460600.5,1.121,0.4025,6.12,256.15,120.62,301.47,26.30,,
3797904,,N,2460600.5,1.5,0.3256,6.73,113.34,347.97,252.31,22.50,,
3797911,,N,2458143.5,1.892,0.5079,1.19,149.13,294.92,12.14,27.34,,
3798020,,N,2460600.5,2.083,0.3966,1.06,349.14,139.52,80.27,22.07,,
3798018,,N,2460600.5,1.317,0.3331,0.09,259.21,165.06,193.39,28.90,,
3798017,,N,2458143.5,2.455,0.6487,3.97,318.98,117.23,9.01,26.10,,
3798019,,N,2458145.5,1.738,0.5266,3.51,106.05,318.51,19.21,26.00,,
3798966,,N,2460600.5,2.493,0.5698,1.94,156.24,312.87,256.96,24.60,,
3798967,,Y,2460600.5,2.42,0.5747,48.89,351.30,130.74,286.76,20.80,,
3798969,,N,2460600.5,1.871,0.5524,20.64,235.56,309.00,208.58,24.50,,
3798968,,N,2458144.5,2.51,0.7132,2.26,305.89,105.54,11.21,25.60,,
3798974,,N,2460600.5,2.659,0.5816,25.40,237.29,298.00,177.26,18.38,,
3798975,,N,2460600.5,1.124,0.1180,6.17,353.32,123.03,238.18,28.50,,
3798971,,N,2458144.5,1.33,0.2255,24.03,146.36,309.21,18.79,24.80,,
3798972,,N,2460600.5,2.387,0.5652,2.74,130.53,354.25,295.98,24.37,,
3798970,,N,2458144.5,1.66,0.3969,0.98,68.79,63.38,357.76,26.60,,
3798973,,N,2460600.5,1.113,0.3439,2.09,93.46,300.08,315.82,26.80,,
3798984,,N,2458147.5,2.267,0.5492,19.01,15.89,128.61,356.38,25.40,,
3798982,,N,2460600.5,2.058,0.5836,8.38,52.05,134.91,82.72,24.62,,
3798981,,N,2458147.5,1.962,0.5276,4.41,34.06,132.17,349.70,27.50,,
3798979,,N,2460600.5,1.221,0.1960,13.12,312.92,130.42,24.81,26.30,,
3798980,,N,2458147.5,1.262,0.2929,14.42,56.77,128.29,329.00,24.90,,
3798985,,Y,2460600.5,2.25,0.8276,3.00,72.13,307.03,9.11,21.30,,
3798983,,N,2458148.5,2.059,0.6181,8.52,300.56,122.77,14.77,24.80,,
3798987,,N,2460600.5,1.209,0.2798,6.57,76.12,288.24,113.87,23.56,,
3798988,,N,2460600.5,1.735,0.3499,40.82,35.73,138.74,321.46,22.00,,
3798993,,Y,2460600.5,1.477,0.4923,18.37,67.84,322.37,303.00,18.79,,
3798990,,N,2460600.5,2.319,0.6291,8.79,345.76,83.40,335.64,20.90,,
3799239,,N,2460600.5,2.467,0.4805,5.81,86.11,52.92,261.11,22.80,,
3799261,,N,2460600.5,2.638,0.6331,2.75,61.56,122.94,193.98,24.10,,
3799260,,N,2460600.5,1.661,0.4366,5.58,198.57,0.62,19.92,23.40,,
3799654,,N,2460600.5,1.499,0.3012,3.65,18.22,86.86,251.04,25.58,,
3799655,,N,2458135.5,1.748,0.4271,1.89,127.98,324.12,9.77,26.50,,
3799656,,N,2458135.5,1.41,0.2891,4.48,346.97,103.26,14.90,27.35,,
3799660,,N,2460600.5,1.676,0.4955,2.07,123.01,302.44,55.77,28.20,,
54452961,,N,2458142.5,1.971,0.3612,4.64,110.45,312.12,31.47,22.52,,
3798989,,N,2460600.5,1.636,0.3863,9.69,32.90,128.94,60.85,23.50,,
3798991,,N,2460600.5,1.409,0.3199,5.29,208.25,320.56,345.47,25.90,,
3798992,,N,2460600.5,1.284,0.3491,8.45,245.99,317.44,182.60,26.60,,
3798998,,N,2460600.5,0.8175,0.4011,1.56,241.41,109.92,131.13,26.40,,
3798997,,N,2460600.5,1.849,0.5778,2.91,269.08,308.81,217.35,23.64,,
3798999,,N,2460600.5,1.83,0.5775,3.41,112.87,311.52,272.60,26.50,,
3799001,,N,2460600.5,0.8543,0.2412,11.85,141.68,136.27,50.00,25.50,,
3799002,,N,2460600.5,2.005,0.5321,1.50,31.58,138.69,119.35,27.80,,
3799000,,N,2460600.5,1.827,0.6607,3.54,264.06,320.63,238.01,26.40,,
3799243,,N,2460600.5,1.267,0.2581,33.93,319.01,134.39,274.97,25.80,,
3799244,,N,2458154.5,1.286,0.1891,30.03,49.56,137.20,324.47,24.30,,
3799242,,N,2460600.5,0.938,0.1379,29.31,171.95,131.38,315.16,21.39,,
3799241,,N,2460600.5,1.596,0.4421,9.17,233.41,317.97,93.83,25.20,,
3799245,,N,2460600.5,1.182,0.2510,2.60,28.00,218.39,354.89,23.50,,
3799246,,N,2458158.5,1.763,0.4094,13.22,22.93,141.86,350.50,25.10,,
3799253,,N,2460600.5,1.213,0.1940,27.29,325.80,135.80,29.18,25.20,,
3799249,,N,2458156.5,1.688,0.4797,1.48,29.05,168.70,339.41,25.50,,
3799247,,N,2460600.5,1.06,0.5000,2.29,250.04,8.31,345.74,23.50,,
3799248,,N,2460600.5,2.38,0.5547,9.02,154.44,314.62,302.45,23.83,,
3799250,,N,2460600.5,2.519,0.5900,6.81,311.59,139.33,247.81,21.06,,
3799264,,N,2460600.5,1.44,0.5795,19.03,319.43,95.08,350.74,21.00,,
3799262,,N,2460600.5,2.146,0.4942,35.92,111.44,328.15,62.75,20.36,,
3799263,,N,2460600.5,1.346,0.3514,5.03,304.89,134.46,131.99,28.20,,
3799265,,N,2460600.5,1.35,0.6319,18.68,131.28,125.09,56.40,21.93,,
3799266,,N,2460600.5,1.912,0.5664,19.66,99.04,341.42,205.84,20.90,,
3799268,,N,2460600.5,2.481,0.5677,7.07,36.73,103.01,254.96,23.80,,
3799267,,N,2460600.5,2.038,0.3658,13.10,76.14,17.55,125.16,21.60,,
3799269,,N,2460600.5,0.8182,0.3954,33.97,295.90,0.88,238.42,20.16,,
3799270,,N,2460600.5,2.457,0.5853,5.04,162.12,324.30,266.95,25.70,,
3799272,,N,2460600.5,0.983,0.1537,21.49,125.75,136.78,203.36,24.60,,
3799271,,N,2460600.5,1.546,0.3521,9.51,195.54,324.47,162.43,26.10,,
3799273,,N,2460600.5,0.8949,0.3611,22.84,129.43,140.87,230.84,25.00,,
3799277,,N,2458158.5,1.939,0.4942,15.08,45.04,129.35,349.30,24.50,,
3799278,,N,2458157.5,2.276,0.6733,7.48,85.74,339.09,13.86,24.92,,
3799279,,N,2460600.5,2.36,0.4693,16.23,148.55,39.01,291.26,20.50,,
3799280,,N,2460600.5,1.837,0.5057,16.31,320.31,137.56,259.22,28.00,,
3799275,,N,2460600.5,2.01,0.7023,20.57,337.45,78.56,141.21,19.20,,
3799274,,N,2460600.5,2.073,0.5322,5.44,202.87,323.91,77.08,28.00,,
3799276,,N,2460600.5,1.24,0.2500,26.83,308.54,137.16,335.83,25.00,,
3799284,,N,2458158.5,1.289,0.1925,21.07,216.17,325.06,330.73,25.00,,
3799285,,N,2458158.5,2.345,0.6301,3.07,89.28,105.05,349.33,25.80,,
3799281,,N,2460600.5,1.686,0.4041,3.43,65.08,36.75,34.89,24.40,,
3799286,,N,2460600.5,1.204,0.4738,25.74,276.61,320.15,339.65,27.80,,
3799282,,N,2460600.5,1.879,0.6833,14.86,225.44,32.59,185.02,19.43,,
3799283,,N,2460600.5,1.601,0.4640,5.05,223.70,340.33,83.54,24.30,,
3799298,,N,2458160.5,1.663,0.3914,13.33,181.85,336.55,354.13,24.20,,
3799299,,N,2460600.5,0.8097,0.2761,4.26,356.79,347.42,205.35,25.50,,
3799305,,N,2460600.5,1.729,0.3196,31.84,216.71,322.00,315.53,21.46,,
3799302,,N,2460600.5,1.737,0.4627,1.49,205.72,335.52,316.66,27.90,,
3799300,,N,2458157.5,0.8952,0.3137,30.16,226.23,137.78,104.80,25.56,,
3799312,,N,2460600.5,0.7599,0.4224,5.10,327.71,331.91,247.76,25.66,,
3799301,,N,2458159.5,2.114,0.5941,5.61,75.67,125.06,345.99,25.50,,
3799303,,N,2460600.5,1.128,0.1841,26.53,73.52,144.00,150.31,22.45,,
3799304,,Y,2460600.5,2.179,0.6727,5.42,117.99,120.49,7.96,21.40,,
3799307,,N,2458159.5,1.141,0.1269,14.36,58.82,126.74,328.26,23.69,,
3799306,,N,2458161.5,1.832,0.6408,3.82,47.68,349.33,27.66,23.03,,
3799310,,N,2458160.5,1.851,0.5104,9.31,314.89,139.33,14.31,26.70,,
3799311,,N,2460600.5,1.401,0.3389,2.82,221.91,326.72,346.98,28.60,,
3799313,,N,2458160.5,2.227,0.5481,1.83,27.05,125.96,357.37,27.50,,
3799309,,N,2458160.5,2.015,0.5182,1.07,172.59,359.63,351.70,26.60,,
3799314,,N,2458162.5,1.902,0.4600,2.31,40.94,113.61,356.87,25.80,,
3799308,,N,2460600.5,2.611,0.5357,24.63,261.97,301.27,190.77,20.84,,
3799422,,N,2460600.5,1.499,0.3561,23.91,110.74,335.43,258.90,22.40,,
3799423,,N,2460600.5,1.169,0.1455,4.00,319.31,139.79,135.32,25.20,,
3799425,,N,2458160.5,1.443,0.6473,3.12,97.69,149.94,329.79,25.63,,
3799424,,N,2458161.5,1.882,0.4143,6.94,307.71,159.68,14.27,24.70,,
3799426,,N,2458162.5,1.156,0.3067,20.32,82.14,145.47,311.58,22.88,,
3799639,,N,2458161.5,2.467,0.6145,1.13,107.96,76.18,351.61,26.20,,
3799636,,N,2460600.5,1.334,0.1474,16.82,242.66,123.64,247.26,21.29,,
3799637,,N,2460600.5,1.611,0.7051,28.91,243.39,130.03,148.44,19.94,,
3799638,,N,2460600.5,1.42,0.4752,28.27,306.41,124.62,18.48,19.34,,
3799641,,N,2458162.5,1.369,0.3090,17.30,259.97,315.45,318.97,24.20,,
3799643,,N,2460600.5,2.042,0.4773,1.24,313.86,243.16,84.32,23.75,,
3799645,,N,2460600.5,0.9467,0.1554,10.60,6.83,319.94,268.26,24.40,,
3799644,,N,2458162.5,2.417,0.7000,17.74,124.98,294.78,13.14,21.30,,
3799640,,N,2460600.5,2.32,0.4881,11.12,189.18,320.51,318.41,24.00,,
3799646,,N,2460600.5,1.332,0.3805,3.66,253.18,328.31,83.80,25.70,,
3799647,,N,2458162.5,1.432,0.3159,10.04,110.50,328.20,35.60,24.60,,
3799648,,N,2460600.5,1.556,0.3181,12.50,131.96,324.71,182.80,24.10,,
3799650,,N,2460600.5,2.413,0.5773,1.86,162.76,321.39,284.29,25.30,,
3799651,,N,2458163.5,2.149,0.5095,19.07,129.57,320.59,15.43,22.90,,
3799649,,N,2460600.5,2.246,0.4668,20.92,70.10,137.60,339.02,19.45,,
3799667,,N,2458155.5,1.378,0.2784,11.99,45.55,125.51,340.39,25.64,,
3799676,,N,2458164.5,1.408,0.2340,19.72,32.63,144.60,342.06,24.16,,
3799677,,N,2460600.5,1.093,0.2129,19.61,104.38,148.55,218.85,22.60,,
3799682,,N,2460600.5,1.119,0.1546,1.03,75.37,134.19,180.64,27.60,,
3799702,,N,2460600.5,1.796,0.4637,8.46,311.84,115.21,311.93,22.20,,
3799730,,N,2458162.5,2.77,0.6191,2.25,354.72,136.48,2.47,26.02,,
3799722,,N,2460600.5,1.112,0.3177,26.30,173.68,160.41,72.85,20.75,,
3799681,,N,2460600.5,0.9042,0.4432,4.10,310.88,333.88,180.05,24.09,,
3799680,,N,2458163.5,1.584,0.5567,0.26,159.14,72.09,332.58,27.61,,
3799683,,N,2460600.5,1.029,0.2417,1.17,215.96,42.53,56.23,24.70,,
3799684,,N,2460600.5,2.424,0.5734,17.44,347.16,149.58,277.41,23.90,,
3799696,,N,2460600.5,2.138,0.7167,9.83,111.96,146.37,23.00,21.40,,
3799703,,N,2460600.5,1.557,0.3188,10.88,177.72,329.41,154.91,25.68,,
3799705,,N,2460600.5,1.185,0.1751,22.85,286.72,153.78,110.70,24.00,,
3799706,,N,2458171.5,2.014,0.5406,4.22,139.79,328.35,12.19,26.90,,
3799710,,N,2458172.5,1.714,0.6845,0.40,263.81,152.18,21.66,29.10,,
3799709,,N,2460600.5,1.329,0.2768,7.89,210.60,336.94,103.43,27.30,,
3799711,,N,2460600.5,1.163,0.1654,13.43,311.79,150.36,146.86,25.13,,
3799712,,N,2460600.5,1.22,0.1795,1.77,8.59,152.02,331.83,27.10,,
3799713,,N,2460600.5,1.174,0.1808,3.20,217.63,335.10,53.37,28.30,,
3799715,,Y,2460600.5,1.207,0.7273,25.49,233.94,139.91,113.73,18.86,,
3799719,,N,2460600.5,1.069,0.0521,10.87,7.92,155.72,355.03,26.00,,
3799716,,N,2458177.5,1.285,0.1157,37.41,293.48,156.21,57.88,23.10,,
3799717,,N,2460600.5,1.012,0.0092,12.38,4.64,338.76,9.04,25.50,,
3799726,,N,2458173.5,1.47,0.6161,6.25,259.31,152.93,31.64,25.30,,
3799721,,N,2458178.5,1.718,0.6068,9.45,78.65,349.08,26.19,22.90,,
3799720,,Y,2460600.5,2.095,0.6036,1.97,97.41,146.05,45.77,21.14,,
3799723,,N,2458179.5,1.743,0.6614,2.60,236.27,175.47,28.53,23.60,,
3799727,,N,2460600.5,1.557,0.3115,13.48,0.12,156.42,150.93,24.50,,
3799724,,N,2458173.5,2.504,0.6262,9.64,308.88,156.90,10.23,24.40,,
3799725,,N,2458174.5,2.131,0.6471,5.06,103.53,339.40,15.78,25.00,,
3799728,,N,2460600.5,1.611,0.3983,2.72,59.56,130.45,77.92,24.20,,
3799742,,N,2460600.5,2.602,0.5950,4.18,24.85,145.46,206.78,25.40,,
3799746,,N,2458174.5,1.465,0.5048,6.65,259.30,344.18,328.42,24.90,,
3799743,,N,2460600.5,1.361,0.5567,30.52,76.07,342.99,103.38,21.05,,
3799744,,N,2460600.5,0.8875,0.2337,1.16,309.18,344.10,224.59,27.70,,
3799747,,N,2460600.5,0.9855,0.1655,5.15,281.63,341.05,196.04,28.40,,
3799745,,N,2458175.5,2.01,0.5608,1.08,215.60,351.59,347.18,26.80,,
3799751,,N,2460600.5,0.9772,0.1285,7.08,9.46,345.32,111.37,24.20,,
3799749,,N,2460600.5,2.658,0.6029,2.60,158.20,42.73,183.40,23.45,,
3799750,,N,2460600.5,0.978,0.0957,11.37,189.38,150.60,129.10,24.80,,
3799748,,N,2460600.5,0.8825,0.4508,18.32,328.64,344.25,241.87,23.28,,
3799752,,N,2460600.5,1.925,0.4341,4.21,87.56,129.15,152.96,22.10,,
3799755,,N,2458174.5,1.926,0.5075,4.98,139.44,341.28,10.58,26.82,,
3799753,,N,2458175.5,1.319,0.2948,7.36,311.02,153.99,29.37,27.40,,
3799754,,N,2460600.5,1.815,0.4226,14.10,225.44,353.18,235.33,21.86,,
3799756,,N,2460600.5,1.231,0.3898,17.06,133.56,151.12,240.12,20.82,,
3799757,,N,2460600.5,1.987,0.4159,2.78,186.14,51.34,94.05,20.66,,
3799770,,N,2458167.5,1.516,0.2696,11.44,79.18,328.85,69.46,24.90,,
3799771,,N,2458166.5,1.817,0.3983,3.89,203.84,327.55,350.61,27.53,,
3799772,,N,2458167.5,1.336,0.3497,7.67,91.27,329.12,49.53,27.02,,
3799773,,N,2458166.5,1.789,0.5730,4.40,284.02,148.48,21.16,29.22,,
3799774,,N,2458166.5,1.524,0.3022,3.68,23.98,147.63,347.77,28.35,,
3799775,,N,2458167.5,2.409,0.6339,11.81,101.48,147.84,331.99,24.42,,
3799758,,N,2460600.5,3.03,0.6493,5.58,319.58,102.23,124.08,18.57,,
3799760,,N,2460600.5,2.108,0.4974,7.65,216.22,18.70,35.86,19.94,,
3799759,,N,2460600.5,1.222,0.2929,0.74,149.66,84.71,281.71,25.70,,
3799762,,N,2458176.5,2.081,0.5335,5.51,206.25,344.68,351.34,26.40,,
3799764,,N,2460600.5,1.347,0.7879,22.07,24.77,357.74,127.59,20.63,,
3799761,,N,2458182.5,1.68,0.4121,4.27,38.53,165.04,345.37,24.50,,
3799765,,N,2460600.5,0.9181,0.1314,2.44,325.98,333.12,65.49,27.30,,
3799763,,N,2460600.5,1.78,0.4075,35.15,199.29,318.31,280.81,20.33,,
3799786,,N,2460600.5,2.208,0.5051,3.40,238.89,339.79,348.80,21.60,,
3799793,,N,2458184.5,1.266,0.5978,7.03,273.22,131.92,47.51,23.97,,
3799864,,N,2458175.5,2.172,0.6811,3.83,105.59,335.09,13.91,28.54,,
54177365,,N,2460600.5,2.655,0.5286,29.28,246.65,148.85,240.89,18.49,,
3799787,,Y,2460600.5,1.017,0.0122,29.44,126.78,194.55,10.77,21.88,,
3799790,,Y,2460600.5,2.815,0.6519,3.89,35.09,109.32,145.23,21.77,,
3799788,,N,2460600.5,1.732,0.4019,11.35,29.82,158.52,315.71,24.97,,
3799789,,N,2460600.5,1.279,0.1546,11.88,31.85,160.05,185.95,24.60,,
3799791,,N,2460600.5,2.584,0.6260,2.46,192.28,12.27,207.70,24.40,,
3799801,,N,2460600.5,1.284,0.2033,3.13,180.28,345.00,196.43,27.00,,
3799798,,N,2460600.5,1.184,0.2363,27.88,95.52,343.98,107.68,23.80,,
3799799,,N,2460600.5,1.602,0.3388,8.07,158.33,7.76,94.73,23.90,,
3799797,,N,2460600.5,1.108,0.4798,14.70,333.35,347.95,111.26,20.84,,
3799800,,N,2458184.5,1.419,0.5158,25.45,267.24,165.15,35.29,24.80,,
3799802,,N,2460600.5,1.141,0.2309,11.38,259.69,351.27,96.41,26.20,,
3799804,,N,2458187.5,1.597,0.4937,2.50,301.19,158.48,24.70,25.80,,
3799803,,N,2458186.5,1.403,0.5318,13.77,268.40,165.84,34.42,24.90,,
3799805,,N,2460600.5,1.143,0.2539,10.46,78.44,166.15,97.43,24.20,,
3799828,,N,2460600.5,1.945,0.8258,13.54,328.54,45.48,185.04,18.75,,
3799829,,N,2460600.5,2.246,0.5923,4.92,269.74,357.53,309.39,21.20,,
3799826,,N,2460600.5,1.01,0.0925,6.39,101.14,187.84,77.47,25.72,,
3799830,,N,2460600.5,1.136,0.1529,25.25,316.00,167.17,199.46,26.80,,
3799835,,N,2460600.5,1.284,0.2390,7.76,208.90,354.03,173.45,26.40,,
3799832,,N,2460600.5,1.244,0.3357,13.55,261.08,346.54,230.24,26.70,,
3799831,,N,2458187.5,1.784,0.5128,0.84,212.30,18.04,339.80,25.40,,
3799834,,N,2460600.5,1.202,0.2877,3.70,279.82,176.33,47.13,26.30,,
3799833,,N,2458187.5,1.882,0.4742,11.25,341.18,162.52,8.19,26.00,,
3799837,,N,2460600.5,1.5,0.2527,10.60,100.37,163.26,145.89,22.10,,
3799838,,N,2460600.5,1.383,0.2238,4.56,149.62,348.96,41.39,25.80,,
3799841,,N,2460600.5,2.364,0.5123,4.21,27.85,141.90,295.53,24.60,,
3799839,,Y,2460600.5,2.027,0.4822,6.54,188.74,64.49,70.46,20.66,,
3799840,,N,2458186.5,2.511,0.8177,5.17,346.02,58.26,18.54,22.00,,
3799856,,N,2458186.5,2.042,0.4124,4.03,133.27,22.85,4.36,24.30,,
3799854,,N,2460600.5,1.456,0.2211,14.64,79.46,3.18,334.37,22.17,,
3799852,,N,2460600.5,1.646,0.6422,50.07,324.67,335.25,358.27,19.16,,
3799853,,N,2460600.5,1.193,0.1644,20.34,212.40,352.34,358.33,26.40,,
3799855,,N,2458186.5,1.284,0.4200,4.90,61.31,11.00,47.71,25.02,,
3799861,,N,2460600.5,1.951,0.5121,4.98,27.44,173.91,142.33,26.20,,
3799874,,N,2458185.5,2.045,0.4908,5.29,51.77,147.97,349.96,25.60,,
3799876,,N,2460600.5,0.9253,0.2439,14.17,337.92,351.81,357.15,24.64,,
3799883,,N,2460600.5,1.065,0.1021,8.83,300.17,162.85,58.43,26.60,,
3799879,,N,2458191.5,1.447,0.3269,21.53,109.82,0.73,32.30,23.90,,
3799882,,N,2460600.5,1.911,0.5122,15.53,324.11,164.89,192.33,27.20,,
3799880,,N,2460600.5,1.7,0.3450,9.28,351.54,177.17,352.32,23.70,,
3799875,,N,2460600.5,3.37,0.8518,22.45,29.74,6.38,42.10,19.19,,
3799878,,N,2460600.5,1.469,0.3600,4.77,124.75,122.73,215.55,23.60,,
3799877,,N,2460600.5,1.397,0.1705,10.75,211.20,355.33,333.66,23.84,,
3799884,,N,2460600.5,2.821,0.6274,14.94,0.63,164.17,141.84,23.30,,
3799881,,N,2460600.5,2.315,0.6240,1.39,220.16,0.87,300.24,25.52,,
3799902,,Y,2460600.5,2.656,0.6266,14.75,350.15,274.20,154.29,19.65,,
3799903,,N,2460600.5,1.511,0.1448,21.53,128.56,167.05,96.85,20.46,,
3799904,,N,2460600.5,1.18,0.2092,5.47,309.27,167.45,89.89,26.30,,
3801934,,Y,2460600.5,1.257,0.1834,10.39,188.25,78.08,177.91,21.37,,
3801933,,N,2460600.5,1.707,0.3971,8.03,154.33,351.48,354.61,24.50,,
3801935,,N,2460600.5,1.064,0.1973,3.18,270.95,168.51,72.93,25.35,,
3801932,,N,2460600.5,1.281,0.2716,2.88,227.73,6.42,159.44,25.30,,
3801939,,N,2460600.5,0.8282,0.3121,22.84,178.09,167.76,99.81,23.48,,
3801941,,N,2460600.5,2.012,0.5670,11.26,350.65,140.27,127.98,19.57,,
3801942,,N,2460600.5,1.902,0.4650,2.32,220.59,0.00,164.44,22.20,,
3801997,,N,2458197.5,1.92,0.4758,2.42,186.61,308.78,12.02,24.10,,
3802012,,N,2460600.5,1.665,0.4035,1.90,198.01,355.00,16.95,27.10,,
3802042,,N,2458194.5,2.183,0.6532,1.22,287.10,172.53,15.72,26.32,,
3802554,,N,2458184.5,1.148,0.0945,12.36,349.58,163.41,10.97,27.07,,
3802553,,N,2460600.5,1.194,0.1593,16.57,340.52,164.46,39.75,27.40,,
54244525,,N,2460600.5,2.561,0.4954,4.02,15.44,49.19,270.25,19.56,,
3801943,,N,2460600.5,2.193,0.5524,3.10,29.58,177.73,359.57,24.10,,
3801945,,N,2460600.5,0.7963,0.3259,5.41,179.46,171.62,282.27,24.27,,
3801944,,N,2460600.5,1.285,0.3229,15.76,244.17,356.17,152.74,28.20,,
3801946,,N,2460600.5,2.423,0.5908,20.52,274.48,329.84,245.55,19.98,,
3801961,,N,2458194.5,1.631,0.4165,28.09,322.04,174.55,15.62,25.50,,
3801963,,N,2460600.5,1.263,0.4792,9.07,62.37,9.79,280.08,22.20,,
3801962,,N,2460600.5,1.755,0.4188,1.87,78.26,70.11,311.10,24.68,,
3801964,,N,2460600.5,2.049,0.5358,2.38,126.40,13.71,98.56,25.00,,
3801965,,N,2460600.5,0.981,0.1305,11.00,244.82,164.45,37.17,23.30,,
3801988,,N,2458197.5,1.185,0.3657,29.41,281.88,0.35,298.18,23.15,,
3801989,,N,2460600.5,2.032,0.6975,35.62,57.10,27.37,120.84,19.79,,
3801990,,N,2460600.5,1.619,0.3167,27.94,49.16,181.68,42.33,21.90,,
3801991,,N,2460600.5,1.415,0.2596,14.12,187.48,358.12,323.65,25.90,,
3801992,,N,2460600.5,1.897,0.3869,8.55,37.81,169.73,175.36,23.60,,
3801993,,N,2460600.5,1.074,0.2956,6.55,271.63,1.00,268.47,27.30,,
3801994,,N,2460600.5,0.9382,0.1771,3.55,232.97,181.37,192.44,26.60,,
3802000,,N,2460600.5,1.169,0.2175,3.93,63.12,178.12,32.03,26.93,,
